	iata	icao	latitude	longitude	pm10
569	BTX	YBEO	-25.6417	140.783	13.31
570	CRH		-28.4301	152.089	1.56
571	NAC	YNRC	-36.9853	140.725	1.61
572	CRJ		-31.8944	132.296	12.02
573	BUC	YBKT	-17.7486	139.534	3.9
574	DYW		-16.2647	133.383	0.57
575	MJP	YMJM	-34.2653	116.14	4.75
576	NAA	YNBR	-30.3192	149.827	5.27
577	LOA	YLOR	-18.9933	139.907	2.56
578	WAZ	YWCK	-28.1494	151.943	1.76
579	WAV	YWAV	-17.3933	131.118	15.03
580	LOC	YLOK	-33.5442	135.693	3.07
581	WAU		-20.6406	134.215	45.72
582	MJK	YSHK	-25.8939	113.577	49.29
583	MGB	YMTG	-37.7456	140.785	2.41
584	MIZ		-14.0533	134.094	0.52
585	MYO	YMYR	-18.1247	124.272	45.43
586	MIY		-18.8093	137.081	13.01
587	WAN		-25.3563	141.925	8.39
588	MYI	YMAE	-9.91667	144.055	1.52
589	MYA	YMRY	-35.8978	150.144	1.69
590	AUD	YAGD	-18.515	139.878	2.09
591	CRY		-15.5019	128.534	28.65
592	ECH	YECH	-36.1572	144.762	1.83
593	EDD		-25.2058	133.254	23.66
594	MEB	YMEN	-37.7281	144.902	1.94
595	EDR	YPMP	-14.8965	141.609	0.51
596	VNR	YVRS	-16.9633	141.95	1.49
597	MIN	YMPA	-32.8433	135.145	3.37
598	MIM	YMER	-36.9086	149.901	2.16
599	BUY	YBUN	-33.3783	115.677	3.08
600	CSD		-17.948	135.916	7.1
601	EIH		-18.5033	144.094	0.74
602	AUU	YAUR	-13.3541	141.721	0.5
603	EKD		-21.1725	135.444	24.2
604	ELC	YELD	-12.0194	135.571	1.48
605	MIH	YMIP	-14.7914	125.824	26.22
606	MEL	YMML	-37.6733	144.843	1.94
607	VCD	YVRD	-16.4021	131.005	2.06
608	CSI	YCAS	-28.8828	153.067	2.13
609	AVG	YAUV	-15.7	130	7.37
610	EMD	YEML	-23.5675	148.179	1.59
611	UTD		-15.8074	134.146	1.05
612	BVI	YBDV	-25.8975	139.348	28.1
613	UTB	YMTB	-22.5833	144.533	6.2
614	USL	YUSL	-26.1667	113.4	46.6
615	ENB	YEEB	-29.8325	115.246	53.23
616	EPR	YESP	-33.6844	121.823	4.6
617	AVV	YMAV	-38.0394	144.469	1.67
618	RDA	YRKD	-18.9533	135.201	16.82
619	ERB	YERN	-26.2633	132.182	14.31
620	UMR	YPWR	-31.1442	136.817	6.5
621	MET	YMOT	-12.4442	142.638	0.52
622	ERQ	YESE	-20.9764	141.007	5.43
623	BVW		-12.6592	142.675	0.53
624	ULP	YQLP	-26.6122	144.253	12.19
625	AWN		-26.5333	139.267	24.84
626	AWP		-20.5	137.75	46.74
627	UIR	YQDI	-31.4906	150.514	1.51
628	MHU	YHOT	-37.0475	147.334	0.57
629	AXC	YAMC	-22.9667	145.242	2.45
630	BVZ	YBYS	-16.7333	125.433	29.38
631	UEE	YQNS	-42.075	145.532	1.34
632	BWB	YBWX	-20.8644	115.406	36.52
633	UDA	YUDA	-18.2	144.6	1.91
634	UBU	YKAL	-14.2883	126.632	25.95
635	ETD	YEDA	-28.7408	138.589	24.36
636	AXL	YALX	-19.0602	136.71	18.55
637	UBB	YMAA	-9.95	142.183	0.53
638	MHO	YMHO	-17.055	125.71	28.94
639	EUC	YECL	-31.7	128.883	8.02
640	EVD		-18.001	134.863	14.64
641	CTL	YBCV	-26.4133	146.262	3.07
642	EVH	YEVD	-29.0933	153.42	4.3
643	CTN	YCKN	-15.4447	145.184	2.52
644	TYP	YTMY	-22.2558	137.953	47.35
645	TYG	YTHY	-26.0833	143.467	8.3
646	TYB	YTIB	-29.4511	142.058	7.98
647	BWQ	YBRW	-29.9739	146.817	2.96
648	AYD		-19.2908	136.079	17.18
649	BWT	YWYY	-40.9989	145.731	0.73
650	BWU	YSBK	-33.9244	150.988	1.51
651	AYL		-18.0181	135.535	11.1
652	CTR		-17.607	131.549	18.01
653	EXM	YEXM	-22.0333	114.1	60.05
654	TXR		-25.8478	141.928	5.99
655	AYQ	YAYE	-25.1861	130.976	24.51
656	AYR	YAYR	-19.5844	147.329	3.87
657	TWP		-17.3633	143.75	1.16
658	TWN		-26.388	153.028	6.03
659	BXF	YBEB	-17.545	128.305	5.23
660	BXG	YBDG	-36.7394	144.33	1.67
661	TWB	YTWB	-27.5428	151.916	1.56
662	TUM	YTMU	-35.2628	148.241	0.66
663	TTX	YTST	-14.0897	126.381	25.36
664	TSV	YBTL	-19.2525	146.765	6.49
665	TRO	YTRE	-31.8886	152.514	0.52
666	TQP	YTEE	-21.835	140.888	42.23
667	CUD	YCDR	-26.8	153.1	6.05
668	FIK	YFNE	-25.5947	134.583	23.37
669	TPR	YTMP	-22.746	117.869	12.44
670	CUG	YCUA	-33.2783	148.763	0.51
671	FIZ	YFTZ	-18.1819	125.559	34.47
672	FLS	YFLI	-40.0917	147.993	3.86
673	FLY	YFIL	-35.6667	145.55	0.84
674	TMW	YSTW	-31.0839	150.847	0.94
675	FOS	YFRT	-30.8381	128.115	46.07
676	FOT	YFST	-32.2042	152.479	0.63
677	FRB	YFBS	-33.3636	147.935	0.57
678	TKY	YTKY	-17.0408	128.206	5.11
679	FSL		-18.1321	125.787	36.31
680	CUQ	YCOE	-13.7611	143.113	0.64
681	FVL	YFLO	-18.2833	128.417	13.89
682	FVR	YFRV	-15.1647	127.84	26.82
683	THG	YTNG	-24.4939	150.576	4.04
684	GAH	YGAY	-25.6144	151.619	1.88
685	TGN	YLTV	-38.2072	146.47	1.98
686	CUY	YCUE	-27.4467	117.918	17.36
687	GBL	YGBI	-11.65	133.382	3.81
688	BYP	YBRY	-22.6739	119.166	11.1
689	CVC	YCEE	-33.7097	136.505	2.91
690	GBP	YGAM	-16.55	143.667	1.1
691	TEM	YTEM	-34.4214	147.512	0.87
692	GBV	YGIB	-16.4233	126.445	21.82
693	GBW	YGIA	-22.5812	120.036	13.88
694	TEF	YTEF	-21.715	122.229	18.26
695	TDR	YTDR	-24.9933	150.093	2.15
696	BYX		-13.1981	136.227	0.54
697	CVQ	YCAR	-24.8802	113.672	45.03
698	TDN	YTHD	-14.7881	126.496	25.32
699	BBL	YLLE	-27.4056	141.809	9.04
700	GDD	YGDN	-18.6781	128.592	8.32
701	BZD	YBRN	-34.6236	143.578	2.09
702	TCW	YTOC	-35.8117	145.608	0.81
703	GEE	YGTO	-41.08	146.84	0.97
704	TCA	YTNK	-19.6344	134.183	35.86
705	GET	YGEL	-28.7961	114.707	66.89
706	GEX	YGLG	-38.225	144.333	1.48
707	GFE		-34	148.133	0.6
708	GFF	YGTH	-34.2508	146.067	0.78
709	CWR	YCWI	-27.7117	138.328	37.23
710	TBL	YTAB	-17.2833	126.9	12.28
711	BZP		-14.7403	144.119	4.03
712	CWT	YCWR	-33.8447	148.649	0.56
713	CWW	YCOR	-35.9947	146.357	0.71
714	GFN	YGFN	-29.7594	153.03	2.56
715	TBK	YTBR	-15.62	130.445	5.93
716	GGD	YGDS	-18.625	139.233	2.35
717	TAQ		-30.7033	134.584	7.02
718	GIC	YBOI	-9.23278	142.218	0.51
719	TAN	YTGA	-27.13	153.363	5.98
720	GKL	YGKL	-23.1833	150.942	4.8
721	BCI	YBAR	-23.5653	145.307	2.57
722	BCK		-17.3883	144.169	1.79
723	SYU	YWBS	-10.2083	142.825	0.53
724	GLG	YGLE	-24.8083	139.6	28.04
725	GLI	YGLI	-29.675	151.689	0.77
726	GLM	YGLO	-22.8883	138.825	29.13
727	SYD	YSSY	-33.9461	151.177	2.23
728	CXQ	YCHK	-22.3567	119.652	12.88
729	GLT	YGLA	-23.8697	151.223	4.81
730	CXT	YCHT	-20.0431	146.273	5.96
731	GLY		-20.333	119.5	19.4
732	SXE	YWSL	-38.0908	146.965	1.54
733	SWH	YSWH	-35.3758	143.533	1.39
734	SWC	YSWL	-37.0717	142.741	1.6
735	BCZ		-13.7808	136.202	0.92
736	SWB		-21.5103	119.362	20.51
737	BDB	YBUD	-24.9039	152.319	2.73
738	GOO	YGDI	-28.5214	150.32	0.7
739	BDD	YBAU	-10.15	142.173	0.56
740	CYG	YCRG	-36.1828	147.888	0.56
741	GOS	YSMB	-33.3678	151.3	1.58
742	GOV	YPGV	-12.2694	136.818	1.87
743	GPD	YGON	-19.7726	139.404	7.26
744	GPN	YGPT	-11.4025	130.422	7.05
745	SVM		-10.3667	142.117	0.75
746	CAZ	YCBA	-31.5383	145.794	1.57
747	STH	YSMR	-17.85	142.567	1.17
748	STF	YSTI	-9.51	143.55	0.91
749	GSC	YGSC	-25.0546	115.203	69.68
750	GSN	YMGN	-31.4597	137.174	4.66
751	SSP		-13.9754	143.554	1.03
752	GTE	YGTE	-13.975	136.46	1.52
753	SSK		-19.1664	128.174	13.88
754	CBI		-40.3917	148.017	3.81
755	GTS	YTGT	-26.9483	133.607	15.44
756	GTT	YGTN	-18.305	143.53	1.19
757	SRR		-27.5167	153.428	5.48
758	BDW	YBDF	-17.2867	127.463	9.37
759	SRN	YSRN	-42.155	145.292	1.73
760	SRM		-24.0568	139.082	30.43
761	GUH	YGDH	-30.9611	150.251	2.08
762	GUL	YGLB	-34.8103	149.726	0.66
763	GVP	YGNV	-18.9966	145.014	4.37
764	BEE		-17.0165	122.646	36.3
765	CBR	YSCB	-35.3069	149.195	0.73
766	SQC	YSCR	-31.24	119.36	4.72
767	GYL	YARG	-16.6369	128.451	4.99
768	GYP	YGYM	-26.2828	152.702	4.61
769	HAT	YHTL	-11.7369	142.577	0.5
770	CBX	YCDO	-33.0644	147.209	2.04
771	CBY		-19.4794	140.927	7.86
772	HBA	YMHB	-42.8361	147.51	1.89
773	SNH	YSPE	-28.6203	151.991	1.07
774	BEO	YLMQ	-33.0667	151.648	1.25
775	HCQ	YHLC	-18.2339	127.67	16.03
776	SNB	YSNB	-11.4228	130.654	5.77
777	SLJ	YSOL	-22.2554	117.763	13.22
778	HGD	YHUG	-20.815	144.225	2.2
779	CZY	YUNY	-24.5167	139.617	28.06
780	BEU	YBIE	-24.3461	139.46	29.19
781	HID	YHID	-10.5864	142.29	0.6
782	CCL	YCCA	-26.775	150.617	14.27
783	HIG	YHHY	-16.4244	143.146	0.77
784	SIX	YSGT	-32.6008	151.193	0.87
785	HIP	YHDY	-21.3333	138.283	41.38
786	BFC		-15.8736	145.33	3.58
787	SIO	YSMI	-40.835	145.084	1.69
788	SHU	YSMP	-11.15	132.15	6.1
789	SHT	YSHT	-36.4289	145.393	1.37
790	SHQ	YSPT	-27.9221	153.372	5.2
791	CCW	YCWL	-33.6667	136.892	3.04
792	HLL	YHIL	-21.7244	119.392	15.04
793	HLS	YSTH	-41.3367	148.282	1.13
794	HLT	YHML	-37.6489	142.065	2.57
795	CDA	YCOO	-12.9033	132.532	2.96
796	HLV		-15.6858	145.215	3.2
797	HMG	YHMB	-23.93	132.805	9.17
798	ZVG		-17.7869	127.67	6.23
799	SGP	YSHG	-20.4247	120.141	18.01
800	SGO	YSGE	-28.0497	148.595	1.05
801	HOK	YHOO	-18.3367	130.638	9.06
802	HPE		-15.2923	145.104	2.22
803	SCG	YSPK	-18.6333	144.567	0.78
804	SBR	YSII	-9.37833	142.625	0.51
805	HRY	YHBY	-24.584	133.236	13.9
806	HSM	YHSM	-36.6697	142.173	1.42
807	HTI	YBHM	-20.3581	148.952	3.78
808	HTU	YHPN	-35.7153	142.36	1.5
809	RVT	YNRV	-33.7972	120.208	7.31
810	CDQ	YCRY	-18.225	142.258	1.06
811	HUB	YHBR	-16.4897	130.63	3.22
812	DBO	YSDU	-32.2167	148.575	0.51
813	RTY	YMYT	-28.5833	140.317	17.93
814	CDU	YSCN	-34.0403	150.687	1.31
815	RTS	YRTI	-32.0067	115.54	3.49
816	RTP	YRTP	-15.6433	141.843	0.57
817	XTR	YTAA	-27.1567	150.477	1.34
818	RSE		-33.869	151.262	2.34
819	DBY	YDAY	-27.1553	151.267	1.17
820	AUA	TNCA	12.5014	-70.0152	5.89
821	LLK	UBBL	38.7464	48.818	6.44
822	GBB	UBBQ	40.8267	47.7125	3.33
823	ZTU	UBBY	41.5622	46.6672	3.42
824	KVD	UBBG	40.7377	46.3176	5.68
825	NAJ	UBBN	39.1888	45.4584	16.18
826	YLV	UBEE	40.6319	47.1419	11.87
827	GYD	UBBB	40.4675	50.0467	3.43
828	BNX	LQBK	44.9414	17.2975	5.48
829	OMO	LQMO	43.2829	17.8459	3.37
830	SJJ	LQSA	43.8246	18.3315	8.07
831	TZL	LQTZ	44.4587	18.7248	10.88
832	BGI	TBPB	13.0746	-59.4925	7.14
833	ZYL	VGSY	24.9632	91.8668	53.08
834	JSR	VGJR	23.1838	89.1608	171.21
835	CGP	VGEG	22.2496	91.8133	100.41
836	TKR	VGSG	26.0164	88.4036	208.97
837	BZL	VGBR	22.801	90.3012	104.33
838	RJH	VGRJ	24.4372	88.6165	224.37
839	ZHM	VGSH	24.417	91.883	66.33
840	DAC	VGHS	23.8433	90.3978	88.07
841	CLA	VGCM	23.4372	91.1897	108.83
842	SPD	VGSD	25.7592	88.9089	73.7
843	CXB	VGCB	21.4522	91.9639	61.43
844	IRD	VGIS	24.1525	89.0494	149.76
845	KJK	EBKT	50.8172	3.20472	3.23
846	LGG	EBLG	50.6374	5.44322	3.59
847	ANR	EBAW	51.1894	4.46028	2.27
848	OST	EBOS	51.1989	2.86222	2.73
849	BRU	EBBR	50.9014	4.48444	2.92
850	OBL	EBZR	51.2647	4.75333	1.41
851	CRL	EBCI	50.4592	4.45382	3.47
852	XSE	DFES	13.45	0.517	156.29
853	XZA	DFEZ	11.167	-0.617	208.73
854	TUQ	DFOT	13.067	-3.067	241.0
855	XKY	DFCA	13.067	-1.1	150.79
856	XDJ	DFCJ	14.1	-1.633	163.86
857	TEG	DFET	11.8	-0.367	195.47
858	XGG	DFEG	14.45	-0.233	132.31
859	XAR	DFOY	14.217	-0.883	137.28
860	FNG	DFEF	12.033	0.35	196.24
861	XNU	DFON	12.75	-3.867	263.57
862	DIP	DFED	12.0603	1.78463	219.44
863	XLU	DFCL	11.1	-2.1	164.21
864	XDE	DFOU	10.95	-3.25	205.11
865	XGA	DFOG	10.3841	-3.16345	168.84
866	BOY	DFOO	11.1601	-4.33097	252.9
867	DGU	DFOD	12.459	-3.49	256.53
868	PUP	DFCP	11.15	-1.15	196.89
869	TMQ	DFEM	14.8	0.05	122.93
870	OUA	DFFD	12.3532	-1.51242	179.25
871	BNR	DFOB	10.683	-4.717	216.24
872	XBO	DFEA	12.65	-0.567	144.39
873	XPA	DFEP	11.25	0.7	230.53
874	DOR	DFEE	14.033	-0.033	122.48
875	ARL	DFER	11.597	1.483	222.88
876	OUG	DFCC	13.567	-2.417	205.02
877	XKA	DFEL	12.467	1.5	213.69
878	XBG	DFEB	12.983	-0.167	158.96
879	BOJ	LBBG	42.5696	27.5152	12.25
880	GOZ	LBGO	43.1514	25.7129	17.24
881	ROU	LBRS	43.6948	26.0567	32.05
882	VAR	LBWN	43.2321	27.8251	9.1
883	PDV	LBPD	42.0678	24.8508	77.08
884	SLS	LBSS	44.0552	27.1788	9.35
885	SZR	LBSZ	42.3767	25.655	24.38
886	SOF	LBSF	42.6967	23.4114	38.12
887	TGV	LBTG	43.3066	26.7009	14.38
888	JAM		42.4549	26.3522	18.17
889	HKV	LBHS	41.8718	25.6048	31.43
890	BAH	OBBI	26.2708	50.6336	61.14
891	KRE	HBBO	-2.54477	30.0946	2.31
892	BJM	HBBA	-3.32402	29.3185	13.56
893	GID	HBBE	-3.41721	29.9113	3.46
894	KDC	DBBK	11.1448	2.94038	295.08
895	DJA	DBBD	9.69208	1.63778	296.13
896	SVF	DBBS	8.01817	2.46458	295.27
897	COO	DBBB	6.35723	2.38435	85.8
898	NAE	DBBN	10.377	1.36051	259.22
899	PKO	DBBP	9.35769	2.60968	328.38
900	SBH	TFFJ	17.9044	-62.8436	3.06
901	BDA	TXKF	32.364	-64.6787	13.55
902	BWN	WBSB	4.9442	114.928	1.71
903	RBQ	SLRQ	-14.4279	-67.4968	0.52
904	BYC	SLYA	-21.9609	-63.6517	0.55
905	PUR	SLPR	-11.1077	-67.5512	0.51
906	RIB	SLRI	-11	-66	1.78
907	SBL	SLSA	-13.7622	-65.4352	0.5
908	ASC	SLAS	-15.9303	-63.1567	8.46
909	VLM	SLVM	-21.2552	-63.4056	0.53
910	VAH	SLVG	-18.4825	-64.0994	1.7
911	CIJ	SLCO	-11.0404	-68.783	0.52
912	SJS	SLJE	-17.8308	-60.7431	0.53
913	SJV	SLJV	-16.2708	-62.4703	6.29
914	BVK	SLHJ	-13.55	-63.7479	0.51
915	UYU	SLUY	-20.4463	-66.8484	50.22
916	SRZ	SLET	-17.8116	-63.1715	2.13
917	TJA	SLTJ	-21.5557	-64.7013	3.65
918	BVL	SLBU	-13.5833	-63.5833	0.51
919	SNG	SLSI	-16.3836	-60.9628	1.18
920	SNM	SLSM	-14.9658	-65.6338	0.74
921	SRB	SLSR	-14.0662	-66.7868	0.51
922	APB	SLAP	-14.7356	-68.4119	0.52
923	BJO	SLBJ	-22.7733	-64.3129	0.68
924	PSZ	SLPS	-18.9753	-57.8206	2.9
925	ORU	SLOR	-17.9626	-67.0762	12.41
926	GYA	SLGY	-10.8206	-65.3456	0.53
927	LPB	SLLP	-16.5133	-68.1923	30.65
928	CEP	SLCP	-16.1383	-62.0286	4.01
929	SJB	SLJO	-13.0528	-64.6617	1.23
930	MGD	SLMG	-13.2607	-64.0608	0.72
931	CAM	SLCA	-20.0064	-63.5278	0.57
932	VVI	SLVR	-17.6448	-63.1354	2.92
933	MHW	SLAG	-19.827	-63.961	1.31
934	TDD	SLTR	-14.8187	-64.918	1.93
935	REY	SLRY	-14.3044	-67.3534	0.53
936	SRE	SLSU	-19.2468	-65.1496	4.64
937	SRJ	SLSB	-14.8592	-66.7375	0.53
938	RBO	SLRB	-18.3292	-59.765	0.59
939	MQK	SLTI	-16.3392	-58.4019	1.13
940	SRD	SLRA	-13.2639	-64.6039	0.88
941	CBB	SLCB	-17.4211	-66.1771	9.19
942	POI	SLPO	-19.5433	-65.7237	23.42
943	CCA	SLHI	-16.9889	-65.1417	0.62
944	EUX	TNCE	17.4965	-62.9794	2.72
945	BON	TNCB	12.131	-68.2685	4.45
946	SAB	TNCS	17.645	-63.22	3.62
947	UVI	SSUV	-26.2317	-51.0689	0.88
948	MVF	SBMS	-5.20192	-37.3643	0.93
949	CWB	SBCT	-25.5285	-49.1758	3.36
950	PIV	SNPX	-17.3169	-44.8603	0.53
951	PIN	SWPI	-2.67302	-56.7772	2.04
952	BVS	SNVS	-1.63653	-50.4436	0.7
953	BRB	SBRR	-2.75663	-42.8057	1.16
954	BVH	SBVH	-12.6944	-60.0983	0.71
955	SQY	SSRU	-31.3833	-52.0328	8.53
956	PHI	SNYE	-2.48361	-45.0672	2.33
957	CXJ	SBCX	-29.1971	-51.1875	2.08
958	ZMD	SWSN	-9.116	-68.6108	0.51
959	BVB	SBBV	2.84139	-60.6922	2.56
960	PHB	SBPB	-2.89375	-41.732	0.93
961	PGZ	SSZW	-25.1847	-50.1441	1.38
962	REZ	SDRS	-22.4785	-44.4803	18.02
963	TMT	SBTB	-1.4896	-56.3968	0.5
964	VOT	SDVG	-20.4632	-50.0045	14.3
965	TUR	SBTU	-3.78601	-49.7203	0.8
966	OIA	SDOW	-6.7631	-51.0499	0.52
967	PFB	SBPF	-28.244	-52.3266	1.23
968	AFL	SBAT	-9.86639	-56.105	0.51
969	SRA	SSZR	-27.9067	-54.5204	4.56
970	GEL	SBNM	-28.2817	-54.1691	2.92
971	BSS	SNBS	-7.52603	-46.0533	0.52
972	PET	SBPK	-31.7184	-52.3277	9.32
973	PDR		-5.3098	-44.481	1.09
974	OLC	SDCG	-3.46793	-68.9204	0.51
975	CZB		-28.6578	-53.6106	2.87
976	MTG	SWVB	-14.9942	-59.9458	2.68
977	BSB	SBBR	-15.8692	-47.9208	7.52
978	PDF	SNRD	-17.2967	-39.2712	0.54
979	MTE	SNMA	-1.9958	-54.0742	0.74
980	PCS	SNPC	-7.06206	-41.5237	0.58
981	BJP	SBBP	-22.9792	-46.5375	6.95
982	GUZ	SNGA	-20.6465	-40.4919	28.22
983	PBX	SWPQ	-10.8611	-51.685	0.51
984	PBV	SWPG	-11.5404	-57.3782	5.46
985	CZS	SBCZ	-7.59991	-72.7695	0.51
986	UBT	SDUB	-23.4411	-45.0756	1.52
987	VDC	SBQV	-14.8628	-40.8631	0.89
988	LVB	SNLB	-13.6506	-41.8339	0.53
989	PBQ	SWPM	-11.6416	-61.1791	0.58
990	IJU	SSIJ	-28.3687	-53.8466	2.13
991	BRA	SNBR	-12.0789	-45.009	1.61
992	FRC	SIMK	-20.5922	-47.3829	1.3
993	AIF	SBAS	-22.64	-50.4531	4.74
994	BQQ	SNBX	-11.0808	-43.1475	0.51
995	IGU	SBFI	-25.6003	-54.485	6.22
996	LVR	SILC	-13.0379	-55.9502	11.4
997	GUJ	SBGW	-22.7916	-45.2048	14.56
998	AIR	SSOU	-10.1883	-59.4573	0.51
999	OPS	SWSI	-11.885	-55.5861	1.63
1000	BPS	SBPS	-16.4386	-39.0809	0.75
1001	PBB	SSPN	-19.6512	-51.1994	5.83
1002	AJU	SBAR	-10.984	-37.0703	4.3
1003	BPG	SBBW	-15.8613	-52.3889	2.08
1004	ORX	SNOX	-1.71408	-55.8362	0.51
1005	RIA	SBSM	-29.7114	-53.6882	4.0
1006	GPB	SBGU	-25.3875	-51.5202	1.11
1007	JPR	SWJI	-10.8708	-61.8465	0.82
1008	PAV	SBUF	-9.40088	-38.2506	0.66
1009	MQH	SBMC	-13.5491	-48.1953	0.89
1010	RIG	SBRG	-32.0817	-52.1633	15.48
1011	IDO	SWIY	-11.5723	-50.6662	0.5
1012	OYK	SBOI	3.85549	-51.7969	5.25
1013	TEC	SBTL	-24.3178	-50.6516	1.05
1014	UNA	SBTC	-15.3552	-38.999	1.61
1015	BNU	SSBL	-26.8306	-49.0903	3.19
1016	ROO	SWRD	-16.586	-54.7248	3.54
1017	FOR	SBFZ	-3.77628	-38.5326	3.57
1018	BMS	SNBU	-14.2554	-41.8175	0.92
1019	ALQ	SSLT	-29.8127	-55.8934	3.68
1020	OUS	SDOU	-22.9665	-49.9133	2.97
1021	ALT		-1.917	-54.7231	2.77
1022	TLZ	SWKT	-18.2168	-47.8997	1.56
1023	HUW	SWHT	-7.53212	-63.0721	0.5
1024	TRQ	SBTK	-8.15526	-70.7833	0.51
1025	AMJ	SNAR	-16.1839	-40.6672	1.21
1026	MAB	SBMA	-5.36859	-49.138	0.6
1027	CSU	SSSC	-29.6841	-52.4122	3.83
1028	IPG	SWII	-2.93907	-69.694	0.5
1029	MOC	SBMK	-16.7069	-43.8189	0.68
1030	TBT	SBTT	-4.25567	-69.9358	0.53
1031	MNX	SBMY	-5.81138	-61.2783	0.51
1032	CSS	SSCL	-19.1464	-51.6853	1.8
1033	IPN	SBIP	-19.4707	-42.4876	19.44
1034	FLB	SNQG	-6.84639	-43.0773	0.62
1035	MAO	SBEG	-3.03861	-60.0497	5.45
1036	IPU	SNIU	-14.1339	-39.7339	1.52
1037	RBB	SWBR	-4.40634	-59.6024	0.64
1038	RVD	SWLC	-17.8347	-50.9561	1.99
1039	IRE	SNIC	-11.3399	-41.847	0.54
1040	CRQ	SBCV	-17.6523	-39.2531	0.55
1041	FEN	SBFN	-3.85493	-32.4233	6.12
1042	RAO	SBRP	-21.1364	-47.7767	2.9
1043	CQS	SWCQ	-12.4211	-64.2516	0.6
1044	TXF	SNTF	-17.5245	-39.6685	0.56
1045	UMU	SSUM	-23.7987	-53.3138	4.93
1046	IRZ	SWTP	-0.3786	-64.9923	0.6
1047	MBK	SWXM	-10.1703	-54.9528	0.51
1048	XIG		-7.0906	-49.9765	0.56
1049	CQA	SWEK	-13.5744	-52.2706	3.07
1050	DIQ	SNDV	-20.1807	-44.8709	3.32
1051	APQ	SNAL	-9.77536	-36.6292	0.92
1052	APS	SWNS	-16.3623	-48.9271	1.28
1053	CPV	SBKG	-7.26992	-35.8964	1.7
1054	APU	SSAP	-23.6095	-51.3845	1.66
1055	APX	SSOG	-23.3529	-51.4917	3.07
1056	APY	SNAI	-9.08361	-45.9506	0.52
1057	AQA	SBAQ	-21.812	-48.133	10.67
1058	CPU		-1.82111	-44.8669	2.39
1059	QSC	SDSC	-21.8754	-47.9037	9.89
1060	ITA	SBIC	-3.12726	-58.4812	0.97
1061	AQM		-10.1781	-62.8256	1.03
1062	FEJ	SNOU	-8.14083	-70.3472	0.51
1063	MBZ	SWMW	-3.37217	-57.7248	1.61
1064	ITB	SBIH	-4.24234	-56.0007	7.99
1065	ITE	SNZW	-13.7322	-39.1417	2.58
1066	ITI		-8.7	-51.1742	0.5
1067	HRZ	SSHZ	-27.6383	-54.3391	4.45
1068	ITN	SNHA	-14.8105	-39.2904	1.85
1069	SBJ	SNMX	-18.7213	-39.8337	1.33
1070	ARS	SWEC	-15.8994	-52.2411	2.08
1071	ARU	SBAU	-21.1413	-50.4247	23.55
1072	ITP	SDUN	-21.2193	-41.8759	2.09
1073	SWM		-11.6717	-51.4347	0.51
1074	CNV	SNED	-15.667	-38.9547	1.08
1075	MCP	SBMQ	0.050664	-51.0722	1.12
1076	FEC	SNJD	-12.2003	-38.9068	2.0
1077	ITQ	SSIQ	-29.1731	-56.5367	2.87
1078	ITR	SBIT	-18.4447	-49.2134	4.08
1079	TOW	SBTD	-24.6863	-53.6975	3.06
1080	STZ	SWST	-10.4647	-50.5186	0.5
1081	GNM	SNGI	-14.2082	-42.7461	0.53
1082	CMT		-2.2468	-49.56	0.67
1083	MCZ	SBMO	-9.51081	-35.7917	5.7
1084	FLN	SBFL	-27.6703	-48.5525	7.05
1085	VAL	SNVB	-13.2965	-38.9924	3.14
1086	CMP	SNKE	-9.31997	-50.3285	0.54
1087	IZA	SBZM	-21.5131	-43.1731	1.84
1088	VAG	SBVG	-21.5901	-45.4733	1.14
1089	XAP	SBCH	-27.1342	-52.6566	1.49
1090	GRP	SWGI	-11.7396	-49.1322	0.68
1091	ATM	SBHT	-3.25391	-52.254	0.51
1092	DMT	SWDM	-14.3769	-56.4004	2.35
1093	CMG	SBCR	-19.0119	-57.6714	1.87
1094	CMC	SNWC	-2.89618	-40.858	1.44
1095	STM	SBSN	-2.42472	-54.7858	1.71
1096	DNO	SWDN	-11.5954	-46.8467	0.5
1097	MEA	SBME	-22.343	-41.766	1.72
1098	SFK	SNSW	-0.699431	-48.521	1.3
1099	SFV		-20.183	-50.917	10.55
1100	GMS	SNGM	-2.10944	-44.6511	2.78
1101	CLV	SBCN	-17.7253	-48.6075	2.76
1102	VIA	SSVI	-26.9997	-51.1419	1.03
1103	MII	SBML	-22.1969	-49.9264	15.4
1104	AUX	SWGN	-7.22787	-48.2405	0.56
1105	TSQ	SBTR	-29.4149	-49.81	6.17
1106	PVI	SSPI	-23.0899	-52.4885	3.42
1107	ESI		-14.9337	-42.81	0.54
1108	CLN	SBCI	-7.32044	-47.4587	0.52
1109	DOU	SSDO	-22.2019	-54.9266	4.85
1110	PVH	SBPV	-8.70929	-63.9023	0.68
1111	MEU	SBMD	-0.889839	-52.6022	0.68
1112	SSZ	SBST	-23.9281	-46.2997	13.76
1113	CKS	SBCJ	-6.11528	-50.0014	0.53
1114	CKO	SSCP	-23.1525	-50.6025	2.02
1115	AXE		-26.8756	-52.3731	0.8
1116	SXO	SWFX	-11.6324	-50.6896	0.5
1117	SJK	SBSJ	-23.2292	-45.8615	5.2
1118	CIZ	SWKO	-4.13406	-63.1326	0.51
1119	SJL	SBUA	-0.14835	-66.9855	0.51
1120	SJP	SBSR	-20.8166	-49.4065	28.92
